folio,cuidados
101611,"Que se preocupen por mí, que me brinden apoyo."
15221,"Que se preocupen por mí, que me cuiden, que me protejan y me ayuden a tomar mis decisiones."
15231,"Que se preocupen por mí, que me cuiden, que me protejan y me ayuden a tomar mis decisiones."
973,"Que se preocupen por mí, que me demuestren apoyo, que me ayuden cuando los necesite."
9352,"Que se preocupen por mí, que me den consejos, que me pregunten cómo estoy, que me regañen cuando hago algo mal."
2196,"Que se preocupen por mí, que me den de comer y que me compren cosas (juguetes y ropa)."
9968,"Que se preocupen por mí, que me hagan sentir segura, especial, bien."
3890,"Que se preocupen por mí, que me pregunten cómo estoy."
7152,"Que se preocupen por mí, que me pregunten cómo estoy."
9634,"Que se preocupen por mí, que me pregunten cómo me fue en el día."
10584,"Que se preocupen por mí, que me pregunten cómo me siento, que me pregunten qué siento ante situaciones que saben que me perjudican."
559,"Que se preocupen por mí, que me pregunten por mis gustos y así."
645,"Que se preocupen por mí, que me pregunten si quiero hacer algo que me guste."
20511,"Que se preocupen por mí, que me regañen o que hablen conmigo."
8870,"Que se preocupen por mí, que me traten con cariño y respeto, que cuando hago algo mal, me lo indiquen."
16910,"Que se preocupen por mí, que muestren interés en lo que estoy haciendo y que me hagan sentir segura de mí misma."
28031,"Que se preocupen por mí, que no hagan cosas que me pueden lastimar."
7317,"Que se preocupen por mí, que pongan atención a los ""pequeños detalles""."
36621,"Que se preocupen por mí, que quieran verme feliz, que se preocupen por mi salud."
11410,"Que se preocupen por mí, que sepan mis gustos, que me apoyen y que me digan lo que está mal."
9162,"Que se preocupen por mí, que vean algo y se acuerden de mí, y que muestren interés en cómo me siento."
2320,"Que se preocupen por mí, solo eso."
1698,"Que se preocupen por mí, supongo."
9437,"Que se preocupen por mí, ven lo que me falta."
9438,"Que se preocupen por mí, ven lo que me falta."
236,Que se preocupen por mí.
1611,Que se preocupen por mí.
3201,Que se preocupen por mí.
1053,Que se preocupen por mí.
2442,Que se preocupen por mí.
2572,Que se preocupen por mí.
3262,Que se preocupen por mí.
3482,Que se preocupen por mí.
2193,Que se preocupen por mí.
2333,Que se preocupen por mí.
1918,Que se preocupen por mí.
3217,Que se preocupen por mí.
1005,Que se preocupen por mí.
1345,Que se preocupen por mí.
1355,Que se preocupen por mí.
1365,Que se preocupen por mí.
1476,Que se preocupen por mí.
3922,Que se preocupen por mí.
4841,Que se preocupen por mí.
507,Que se preocupen por mí.
527,Que se preocupen por mí.
549,Que se preocupen por mí.
10431,Que se preocupen por mí.
10931,Que se preocupen por mí.
11651,Que se preocupen por mí.
13911,Que se preocupen por mí.
1430,Que se preocupen por mí.
15451,Que se preocupen por mí.
1580,Que se preocupen por mí.
1748,Que se preocupen por mí.
1796,Que se preocupen por mí.
1840,Que se preocupen por mí.
19191,Que se preocupen por mí.
19741,Que se preocupen por mí.
93110,Que se preocupen por mí.
100610,Que se preocupen por mí.
104710,Que se preocupen por mí.
14701,Que se preocupen por mí.
18832,Que se preocupen por mí.
19781,Que se preocupen por mí.
21211,Que se preocupen por mí.
21261,Que se preocupen por mí.
21611,Que se preocupen por mí.
2260,Que se preocupen por mí.
22741,Que se preocupen por mí.
2668,Que se preocupen por mí.
27451,Que se preocupen por mí.
28731,Que se preocupen por mí.
2880,Que se preocupen por mí.
33451,Que se preocupen por mí.
33711,Que se preocupen por mí.
3387,Que se preocupen por mí.
33931,Que se preocupen por mí.
3529,Que se preocupen por mí.
35841,Que se preocupen por mí.
3667,Que se preocupen por mí.
3688,Que se preocupen por mí.
3750,Que se preocupen por mí.
3766,Que se preocupen por mí.
3878,Que se preocupen por mí.
4308,Que se preocupen por mí.
4330,Que se preocupen por mí.
4384,Que se preocupen por mí.
4449,Que se preocupen por mí.
4495,Que se preocupen por mí.
5093,Que se preocupen por mí.
5189,Que se preocupen por mí.
5486,Que se preocupen por mí.
5518,Que se preocupen por mí.
5586,Que se preocupen por mí.
6255,Que se preocupen por mí.
6272,Que se preocupen por mí.
6283,Que se preocupen por mí.
6642,Que se preocupen por mí.
6758,Que se preocupen por mí.
6759,Que se preocupen por mí.
6760,Que se preocupen por mí.
67611,Que se preocupen por mí.
6773,Que se preocupen por mí.
6782,Que se preocupen por mí.
6783,Que se preocupen por mí.
6784,Que se preocupen por mí.
6785,Que se preocupen por mí.
6838,Que se preocupen por mí.
6932,Que se preocupen por mí.
6959,Que se preocupen por mí.
6963,Que se preocupen por mí.
7055,Que se preocupen por mí.
7095,Que se preocupen por mí.
7120,Que se preocupen por mí.
7170,Que se preocupen por mí.
7464,Que se preocupen por mí.
7484,Que se preocupen por mí.
7618,Que se preocupen por mí.
7657,Que se preocupen por mí.
7669,Que se preocupen por mí.
7774,Que se preocupen por mí.
7872,Que se preocupen por mí.
7887,Que se preocupen por mí.
7945,Que se preocupen por mí.
7949,Que se preocupen por mí.
7979,Que se preocupen por mí.
8004,Que se preocupen por mí.
8018,Que se preocupen por mí.
8077,Que se preocupen por mí.
8078,Que se preocupen por mí.
8079,Que se preocupen por mí.
8380,Que se preocupen por mí.
8438,Que se preocupen por mí.
8467,Que se preocupen por mí.
8682,Que se preocupen por mí.
8688,Que se preocupen por mí.
8783,Que se preocupen por mí.
8983,Que se preocupen por mí.
8988,Que se preocupen por mí.
8992,Que se preocupen por mí.
9054,Que se preocupen por mí.
9113,Que se preocupen por mí.
9300,Que se preocupen por mí.
9305,Que se preocupen por mí.
9482,Que se preocupen por mí.
9523,Que se preocupen por mí.
9826,Que se preocupen por mí.
9903,Que se preocupen por mí.
9948,Que se preocupen por mí.
10104,Que se preocupen por mí.
10142,Que se preocupen por mí.
10490,Que se preocupen por mí.
10595,Que se preocupen por mí.
10668,Que se preocupen por mí.
10754,Que se preocupen por mí.
108211,Que se preocupen por mí.
10983,Que se preocupen por mí.
10998,Que se preocupen por mí.
11205,Que se preocupen por mí.
11599,Que se preocupen por mí.
11656,Que se preocupen por mí.
11678,Que se preocupen por mí.
11905,Que se preocupen por mí.
10965,Que se preocupen por mí. Me apoyan en todo.
1174,Que se preocupen por mí... que me pregunten cómo estuvo mi día... etc.
93310,"Que se preocupen por mis emociones, que pregunten por mis intereses o gustos y que pregunten por qué me aferro tanto a algunas cosas o personas."
10039,Que se preocupen por mis logros y tomen mi opinión en cuenta.
9866,Que se preocupen por qué no hago actos indebidos.
2466,Que se preocupen por si ya comí y cosas así.
1451,"Que se preocupen por si ya comí, me dicen que me duerma temprano, que haga deporte, que salga a distraerme un rato a la cancha en mi bici, me preguntan si ya hice mis tareas, se preocupan por mi estado de salud cuando me enfermo."
2520,"Que se preocupen por ti, que te dediquen tiempo, etc."
1640,Que se preocupen por ti.
2956,Que se preocupen si comí o no.
55311,Que se preocupen y hagan cosas para mi bienestar.
10204,Que se preocupen y me cuiden.
4404,Que se preocupen y me presten atención.
2202,Que se preocupen y se ocupen.
17151,"Que se preocupen, apoyen, cuiden"
1562,"Que se preocupen, suya comí y cuando me dan abrazos."
1674,Que se preocupen.
3074,Que se preocupen.
3680,Que se preocupen.
8298,Que se preocupen.
9144,Que se preocupen.
9874,Que se preocupen.
10474,Que se preocupen.
11304,Que se preocupen.
11962,Que se preocupen.
4138,Que se queden viéndote.
2726,Que se rían conmigo.
8559,Que se sienta bien y yo también.
7048,Que se sientan seguros de sí mismos.
8304,Que se sientan seguros.
10311,Que se tomen tiempo para mí.
2890,Que sea amable y amigable.
3388,Que sea amigable.
16621,Que sea bueno y que respete a los demás.
2119,Que sea responsable.
7760,Que sean amables conmigo y tengan una relación cordial.
10127,Que sean amables conmigo.
10128,Que sean amables conmigo.
11741,Que sean amables y sinceros.
9607,Que sean amables.
11320,Que sean amables.
7313,Que sean amigables conmigo.
810,Que sean atentos a cada cosa que digo y que haya buena comunicación.
5765,Que sean atentos.
7880,"Que sean buenas personas, que respeten mis decisiones y que tengamos una relación sana."
46101,Que sean buenas personas.
11370,Que sean buenas.
36141,Que sean buenos conmigo y me respeten.
2418,Que sean cariñosos conmigo.
6578,Que sean celosas o siempre me ven.
6579,Que sean celosas siempre me ven.
6581,Que sean celosas siempre me ven.
6580,"Que sean celosas, siempre me ven."
9195,Que sean estrictos.
11503,Que sean felices ellos.
11504,Que sean felices ellos.
6201,"Que sean honestos conmigo, que me regalen algún detalle."
23931,Que sean leales y te entiendan.
10173,Que sean queridas.
8527,Que sean respetuosos y amables.
9504,Que sean sobreprotectoras.
459,Que sean sobreprotectores y que en algunas ocasiones respondan por mí.
7590,Que sean sobreprotectores.
6976,Que sepan cómo estoy o lo que estoy haciendo.
3073,Que sepan dónde estoy y me busquen.
3452,Que sepan que estoy segura.
9354,Que sepan que me incomoda.
10285,"Que si hay problemas, están conmigo."
10222,"Que siempre busquen incluirme, me busquen y pidan que no me aleje de ellos."
97310,Que siempre está conmigo.
6207,Que siempre está conmigo.
8500,Que siempre está para mí aunque nos peleamos.
36511,Que siempre están al tanto de mí.
15662,Que siempre están conmigo mi familia.
3536,Que siempre están conmigo y hablan conmigo.
28521,Que siempre están conmigo.
3744,Que siempre están junto conmigo en mi casa y siempre me invitan a estar con ellos.
8706,Que siempre están para mí.
30441,Que siempre estén ahí apoyándome en todo y que cada vez que tengo un problema me aconsejen.
2134,Que siempre estén ahí para mí y me apoyen en los planes que tengo.
8208,"Que siempre estén atentos a lo que me pasa, por ejemplo, con las sustancias que consumía. Mi familia se dio cuenta y habló conmigo de forma tranquila. Consiguieron ayuda para mí y eso me hizo sentir protegido y cuidado por mi familia y amigos."
10,Que siempre estén conmigo y sienta apoyo.
8796,"Que siempre estén conmigo, me apoyen y me den consejos, o que en vez de pegar, me hablen, y pues, que me den amor."
4281,Que siempre estén conmigo.
12451,Que siempre estén conmigo.
3190,Que siempre estén conmigo.
34641,Que siempre estén conmigo.
8257,Que siempre estén conmigo.
8258,Que siempre estén conmigo.
9671,Que siempre estén junto a mí.
9672,Que siempre estén junto a mí.
5812,Que siempre estén para mí.
1734,Que siempre estén pendientes de mí.
9611,Que siempre estén pendientes de mí.
3310,Que siempre estés atento de mí.
8572,"Que siempre me acompaña a un lugar, cuidándonos."
5961,"Que siempre me acompañen, me ayuden en algunas cosas y platiquen conmigo."
6322,Que siempre me apoyan y están para mí en algún conflicto o problema.
4296,Que siempre me apoyan.
4541,"Que siempre me apoyen en mis decisiones, claro, si son correctas, y que siempre me den mucho amor y cariño."
9209,Que siempre me apoyen y me ayuden cuando tengo algún problema.
3364,Que siempre me cuidan.
8685,Que siempre me demuestran que están ahí para mí.
2841,"Que siempre me diga dónde estoy y si llegué a casa, y que me cuide siempre cuando ando con mi mamá."
5778,Que siempre me están mirando.
5229,Que siempre me estén cuidando.
5494,Que siempre me pregunta qué tal me fue en la escuela.
1528,Que siempre me pregunten cómo estoy o qué hago.
13822,Que siempre me pregunten cómo estoy y que se preocupen por mí.
8874,Que siempre me preocupan y siempre me escuchan.
477,Que siempre me procuren.
11725,Que siempre piensan igual que yo.
2206,Que siempre pongan atención a lo que hago.
448,Que siempre pude hablar libremente y contar mis problemas a mi familia.
5230,"Que siempre que yo me siento mal o sola me apoyen y estén conmigo, acompañándome."
18111,Que siempre se trate de llegar a una solución y no de agredirnos.
10673,Que sientan algo por mí y me ayuden.
4383,Que sientan interés.
18513,Que siga haciendo lo mismo.
108610,Que son buenos conmigo.
5822,Que son buenos conmigo.
7750,Que son educados.
11309,Que son muy buenos y que me respetan.
19101,Que soy más responsable.
7538,Que te acompañen.
2531,Que te cuiden o te apapachen.
2529,Que te defiende y te ayuda en un problema.
11191,Que te demuestren cariño.
7086,"Que te digan ""te quiero""."
3021,Que te digan cuánto te quieren y te hagan sentir protegido.
85311,Que te empiecen a tratar mejor y que se lleven muy bien.
3967,Que te escuchen y te abracen.
9384,Que te llamen por cualquier cosa.
1149,Que te pregunten cómo estás.
9327,Que te pregunten cómo estás.
242,"Que te pregunten cómo te fue, que te digan que están orgullosos de ti."
11443,Que te pregunten dónde estás o que se preocupen de qué hago.
5739,Que te pregunten por todo.
8411,"Que te presten atención, que te cuiden, etc."
9186,Que te procuren antes que a ellos.
7278,Que te protegen.
10780,Que te protegen.
2758,Que te quiero.
9531,Que tenga cuidado.
21251,Que tenga mucho cuidado.
839,Que tengan confianza en mí.
9551,Que tengan confianza en mí.
7782,Que tengan confianza y me ayuden.
7994,Que tengan confianza.
110510,Que tengan un buen propósito.
8084,Que tengo confianza.
1912,Que tengo lo que tengo.
4090,Que todo el tiempo me estén observando o me digan cosas que no me agradan.
502,Que todos en mi casa me quieren y me apoyan.
9652,Que tomen el tiempo para estar conmigo.
8223,Que tomen todas las medidas de precaución.
8224,Que tomen todas las medidas de precaución.
9083,Que traen hierro.
8541,Que una persona esté cerca de mí.
8021,"Que vayan conmigo a lugares, que me protejan más cuando vean que algo no está bien, etc."
10616,Que vayan por mí a donde vaya.
6645,Que vean así mis cosas.
20731,Que vean lo que hago usualmente cuando realizo tareas o hago deporte.
10585,Que vean por ti y te digan en qué estás mal.
10781,Que venga por mí a la escuela.
783,Que vengan a la escuela por mí.
2391,Que vengan por mí a la escuela y me cuiden muy bien.
10877,Que vengan por mí a la escuela y que estén conmigo casi todo el día.
16142,Que vengan por mí a la escuela y que platiquen conmigo de mis inseguridades o problemas.
13211,Que vengan por mí a la escuela.
109410,Que vengan por mí a la escuela.
117210,Que vengan por mí a la escuela.
37411,Que vengan por mí a la escuela.
105211,Que vengan por mí a la escuela.
4575,Que vengan por mí a la hora de la salida.
119411,Que vengan por mí.
10932,Que viven conmigo.
6290,Que yo no les haya platicado algo y de la nada me estén preguntando.
16631,Que yo sienta que les importo.
27531,Que yo tenga confianza en ellos.
3045,"Que yo tenga la libre decisión de realizar actividades que me hagan sentir bien, que mi mamá me apoye, y que siempre me pregunte dónde ando y con quién, que tenga que pedir permiso para salir y que me asignen un horario de regreso."
3902,Quedarme callado.
9311,Quedarme callado.
3495,Quedarme en casa con mi mamá.
89311,Quedarme viendo.
7368,Quedarse en casa.
1242,Quedé preocupado cuando salgo con amigos.
15311,"Querer arreglar las cosas, que sean más atentos, me den amor y que pase tiempo de calidad conmigo."
780,Quererme a mí misma.
35181,"Quererme, tener confianza, etcétera."
38721,Quererme.
21831,Queriéndome y advirtiéndome de las consecuencias.
36151,Queriéndome.
495,Qui mar me.
8781,Quién me apoya cuando falto a la escuela.
19613,Quién me cuida mejor que otras personas.
1247,Quien me cuida.
35731,Quien me defiende no me agrede.
2155,Quien me muestre afecto y realice acciones que permitan a las personas saber con qué me siento tranquila.
455,"Quien me quiere, me cuida."
38421,Quién sabe.
9527,Quien te defienden de cualquier insulto.
51001,Quienes me aman tal y como soy me hacen sentir segura.
94311,Quieran saber dónde estoy.
10717,Quiere.
13013,Quiéreme mucho.
4539,Quiéreme mucho.
16710,Quieren conmigo.
9429,Quieren saber dónde estoy.
9430,Quieren saber dónde estoy.
885,Quiero que me hagan sentir cómoda y atendida.
12161,"Quiero que me traten con respeto, que nos riamos juntos, jugar baloncesto sin problemas y disfrutar juntos de los videojuegos."
796,"Quiero sentir cariño y apoyo con mi familia, convivir con todos ellos y platicar de nuestros problemas."
4991,Rara vez
1019,Rara vez ala.
11434,Rara vez me llevan a la escuela.
2025,Rara vez recibo la ayuda que necesito.
5623,Rara vez.
102101,Raro
10791,"Realizan mi comida, me ayudan con mis labores escolares y se preocupan cuando salgo."
620,Realizar actividad física como entrenar boxeo o salir a caminar.
3303,"Realizar actividades extraescolares, platicar, cuidar el físico y reforzar la mente."
1530,"Realizar deporte, ir a la escuela, etc."
2383,Realizar ejercicio y comer sano.
43511,Realizar las cosas bien.
836,"Realizar las cosas de buena manera, tomar las cosas con calma, estar bien con los demás"
2775,"Realmente no lo sé, me han dado el mismo ""cuidado"" durante años."
5887,"Realmente son varias; tan solo el hecho de que se preocupen por mí, me den abrazos y pasen el rato conmigo es algo que aprecio mucho. ^^"
1115,Recibí apoyo emocional.
6111,Recibir afecto de las personas.
982,Recibir amor de mis padres.
949,Recibir atención de mis padres.
1029,"Recibir el apoyo de mi familia, contar con acceso a servicios que beneficien mi bienestar, evitar adicciones, etc."
3546,Recordando los riesgos de mis acciones.
1975,Redes
5821,Reflejos.
5640,Regálame.
361,Regalándole algo.
2780,Regalarme cuando hago algo mal.
22911,"Regalarme, felicitarte, abrazarte."
7752,Regalen cosas y abrazosen.
9860,Regalos o abrazos.
3518,"Regañadme, ser estrictos conmigo"
7597,Regañándome
10904,"Regañándome por no comer, etc."
704,Regañándome.
8193,Regañándome.
23451,Regañarme.
8947,"Regáñenme, que estén conmigo en las buenas y en las malas."
41611,"Regaños de papá, mamá y hermanos."
9628,"Regaños, tal vez"
744,Regaños.
27241,Regaños.
68311,regular
11625,Regular
1279,Reír ??
41,Reír.
16410,Reír.
37111,Relaciones sexuales anales bastante gráficas.
2054,Relajado.
625,Relajado.
1522,Relajarme y pensar bien las cosas.
3661,Relajarme.
12541,Relajarse.
10661,Respetado
6881,Respétame en lo que pienso.
6882,Respétame en lo que pienso.
6883,Respétame en lo que pienso.
6884,Respétame en lo que pienso.
7763,"Respétame, apóyame"
9798,Respetan mis decisiones.
1558,Respetando a los demás
2146,"Respetándome, defendiéndome, apoyándome, etc."
1762,Respetar
2651,Respetar a las demás personas.
2802,Respetar a las personas para que ellas me respeten.
3671,Respetar a las personas.
2413,Respetar las reglas.
2513,Respetar las reglas.
914,Respetar mis derechos.
15021,Respetar para que me respeten.
2963,Respetar.
9314,Respetar.
31,Respetarme a mí misma como soy.
8431,"Respetarme a mí misma, saber defenderme."
5941,Respetarme a mí mismo y respetar a las demás personas.
616,Respetarme a mí mismo.
1037,Respetarme y quererme tal y como soy.
380,Respetarnos mutuamente.
8881,"Respetémonos y también apoyémonos uno al otro, y no nos digamos malas palabras."
2472,Respetó
1822,Respeto a los demás.
109,Respeto y amistad.
110,Respeto y amistad.
10541,Respeto y educación.
2356,Respeto y pregunto cómo estoy.
30911,Respeto y seguridad.
10342,"Respeto, amor y una verdadera amistad."
3053,"Respeto, limpieza"
122,Respeto.
1872,Respeto.
2282,Respeto.
1544,Respeto.
1108,Respeto.
3803,Respeto.
648,Respeto.
7201,Respeto.
7211,Respeto.
31201,Respeto.
42151,Respeto.
7408,Respeto.
75211,Respeto.
8059,Respeto.
8405,Respeto.
84311,Respeto.
8489,Respeto.
8674,Respeto.
5239,Respetó.
589,Responsabilidad y amor.
1931,Responsabilidad.
3016,Responsabilidad.
33941,Responsabilidad.
253,Responsable
3865,Responsable
5014,Resto
11014,Revisan mi celular.
9127,Riéndose conmigo.
1842,"Risas, abrazos y convivir juntos en algo que nos guste a todos."
15101,Saber defenderme.
637,"Saber lo que voy a hacer, hacer ejercicios de relajación, etc."
11441,Saber pelear (defenderte) o traer algún objeto.
17011,Saber pelear y ser dominante.
1659,Saber pelear.
708,Saber que cuento con el apoyo de mi familia.
2682,Saber qué es bueno y malo.
3321,Saber qué está mal.
15371,Saber que están conmigo y no me dejan sola nunca.
4931,Saber si estoy bien.
11201,Saber tener respeto.
10156,"Sabes, ves, es."
4317,"Sacar buenas calificaciones, ser mejor cada día."
4929,Sad.
16011,Salgamos a caminar sin tener problemas.
11034,Salimos a dar una vuelta.
4148,Salimos de casa.
16361,Salir a caminar con los hermanos.
1862,Salir a caminar.
14181,Salir a caminar.
1903,Salir a correr con mis abuelitos.
1555,Salir a correr.
16352,Salir a jugar con primos o hermanos.
447,Salir a jugar fútbol.
3110,Salir a jugar voleibol con mis amigos.
20011,Salir a la calle sola.
6431,Salir acompañado.
1877,Salir acompañado.
4410,Salir con amigas.
1976,Salir con amigos o con gente.
1331,Salir con amigos y estar con la familia.
1400,"Salir con amigos/as, estar en casa con mis familiares."
1459,Salir con mi familia hacer ejercicio.
463,Salir con mi familia.
1616,Salir con mis amigos.
1095,Salir con mis amigos.
1772,Salir con mis papás o amigos y no estar solo.
16611,Salir con un adulto.
15951,"Salir con un familiar, ya sea hombre, o que un familiar hombre duerma en mi casa."
1848,"Salir de casa con el permiso de mis padres, ser una buena hija."
2344,Salir de casa y disfrutar de la vida.
3938,Salir de paseo en carro.
461,Salir de viaje.
10861,Salir en familia.
5234,Salir en la bicicleta conmigo.
3004,Salir solo.
1527,Salir solo.
3643,Salir un rato.
1788,Salir.
875,"Saltar la cuerda, tocar instrumentos musicales y jugar fútbol."
1078,"Salud, bienestar, amor y cuidado."
449,"Salud, educación."
3188,Saludos
1363,Sanamente.
11384,Se acercan a decirme cómo estoy.
5839,Se acercan mucho a ti.
7134,Se acercan para platicar contigo.
6336,Sé buen amigo
2597,Se comportan raro.
9994,"Se dan cuenta de cuándo estoy triste, asustada, etc., y me ayudan."
9852,Se drogan.
10569,Se engrana.
3454,Se enojan cuando no como y no me hablan.
4075,Se esfuerzan en su trabajo para sacarlo adelante.
3390,Se ha encargado de mí.
8353,Se interesan en las cosas que me pasan.
2368,Se interesan en lo que estoy sintiendo en ese momento y en mis opiniones personales.
10704,Se interesan en mi bienestar.
737,"Se interesan en mis gustos, están conmigo, me dan afecto."
9734,"Se interesan en mis pensamientos, mis actividades, con quién estoy; cuando me abrazan, me dan cariño o se preocupan por mí."
11630,Se interesan innecesariamente de mí.
3034,"Se interesan por las cosas que hago, o, por ejemplo, cuando me enfermo, me cuidan mucho."
6815,Se interesan por mí y tienen preocupaciones por mí.
22711,Se interesan por ti.
10816,Se llevan bien conmigo y soy buena gente.
1664,"Sé manejar mis emociones, me cuido como persona."
9318,"Se ponen delante de mí para defenderme, pero al final soy yo quien lo defiende a él. Aun así, siento cómo quieren cuidarme."
10650,Se portan amablemente.
11666,Se preocupa por mi salud.
11414,Se preocupa por mí.
103101,Se preocupan
4122,Se preocupan cuando es muy noche y hoy con mis hermanos no hemos llegado.
94210,Se preocupan cuando estoy enfermo.
8386,Se preocupan cuando me ven triste y me apoyan en algo que no logro entender.
52101,Se preocupan mucho por mí e incluyen en actividades.
762,Se preocupan mucho por mí y me hacen sentir bien cuando lo necesito.
17531,Se preocupan mucho por mí.
28041,Se preocupan mucho por mí.
10849,Se preocupan mucho por mí.
15942,"Se preocupan mucho por saber cómo estoy, si ya comí o cené."
23741,Se preocupan mucho.
6239,Se preocupan por cuidarme.
4517,"Se preocupan por dónde voy y con quién voy, qué hora salgo y llego, a qué hora me voy a dormir y a qué hora despierto, también si me siento mal o no, o si comí bien o lo suficiente o no."
7494,Se preocupan por las malas consecuencias de mis acciones.
7248,Se preocupan por lo que hago y me dicen que no haga ciertas cosas que me pueden llegar a afectar.
58411,Se preocupan por lo que hago.
18913,Se preocupan por mí cuando estoy triste y me abrazan.
8270,Se preocupan por mí cuando no estoy bien o hago algo mal.
7593,Se preocupan por mí cuando no llego a casa.
7804,Se preocupan por mí cuando salgo.
4503,Se preocupan por mí en todo momento.
7952,Se preocupan por mí porque me he mareado.
7406,Se preocupan por mi salud y actitudes.
2012,Se preocupan por mi salud y por mí.
4094,"Se preocupan por mi salud, procuran siempre saber dónde estoy, quiénes son mis amigos, procuran que yo les tenga confianza."
7498,Se preocupan por mi salud.
3944,Se preocupan por mí y están al tanto de todo lo que hago.
11236,Se preocupan por mí y me alimentan.
8985,Se preocupan por mí y me cuidan mucho.
2507,Se preocupan por mí y me cuidan.
5475,Se preocupan por mí y me dan detalles chiquitos.
6127,Se preocupan por mí y me preguntan cómo estoy.
22841,Se preocupan por mí y me protegen.
7548,Se preocupan por mí y me tratan bien.
1583,"Se preocupan por mí y ponen su atención en mí bastante, dándome a entender que yo soy el mejor y que puedo lograr muchas cosas si así lo deseo."
10460,Se preocupan por mí y siempre me preguntan cómo me fue en la escuela.
11397,Se preocupan por mí y tratan de entenderme y ponerme en mi lugar.
10960,"Se preocupan por mí, buscan lo mejor para mí, me dan consejos."
9193,"Se preocupan por mí, están pendientes de lo que me pase, etc."
11798,"Se preocupan por mí, me dan consejos y me demuestran que les importo."
6902,"Se preocupan por mí, me dan regalos y me abrazan."
6903,"Se preocupan por mí, me dan regalos y me abrazan."
6904,"Se preocupan por mí, me dan regalos y me abrazan."
6905,"Se preocupan por mí, me dan regalos y me abrazan."
21341,"Se preocupan por mí, me dicen dónde estoy bien y me preguntan cómo estoy."
7087,"Se preocupan por mí, me hacen sentir bien y siempre me sacan sonrisas."
9048,"Se preocupan por mí, me marcan por teléfono para ver dónde estoy, si hay alguna fiesta, me van a dejar y me piden la ubicación para que pasen por mí."
2784,"Se preocupan por mí, me protegen mucho y se interesan en cómo estoy. Aunque es rara la vez, me siento cuidada cuando me dicen las cosas que hay en el mundo y que no quieren que me pase eso a mí."
3565,"Se preocupan por mí, no les doy igual, me demuestran amor. :)"
8292,"Se preocupan por mí, se acuerdan de algo que les conté, me dicen que me quieren, me apoyan en todo."
11645,"Se preocupan por mí, y me tienen afecto."
9952,Se preocupan por mí; me defienden ante todo.
72,Se preocupan por mí.
151,Se preocupan por mí.
301,Se preocupan por mí.
12114,Se preocupan por mí.
13491,Se preocupan por mí.
14213,Se preocupan por mí.
15022,Se preocupan por mí.
15132,Se preocupan por mí.
21841,Se preocupan por mí.
2266,Se preocupan por mí.
25341,Se preocupan por mí.
3000,Se preocupan por mí.
31151,Se preocupan por mí.
3138,Se preocupan por mí.
34421,Se preocupan por mí.
3608,Se preocupan por mí.
36112,Se preocupan por mí.
3696,Se preocupan por mí.
37031,Se preocupan por mí.
3845,Se preocupan por mí.
3846,Se preocupan por mí.
3958,Se preocupan por mí.
3965,Se preocupan por mí.
41811,Se preocupan por mí.
4182,Se preocupan por mí.
4243,Se preocupan por mí.
4254,Se preocupan por mí.
4305,Se preocupan por mí.
5530,Se preocupan por mí.
5770,Se preocupan por mí.
6434,Se preocupan por mí.
6435,Se preocupan por mí.
6436,Se preocupan por mí.
6437,Se preocupan por mí.
6514,Se preocupan por mí.
6582,Se preocupan por mí.
6583,Se preocupan por mí.
6584,Se preocupan por mí.
6585,Se preocupan por mí.
7035,Se preocupan por mí.
71111,Se preocupan por mí.
7304,Se preocupan por mí.
7493,Se preocupan por mí.
7676,Se preocupan por mí.
8404,Se preocupan por mí.
8488,Se preocupan por mí.
8514,Se preocupan por mí.
8566,Se preocupan por mí.
9182,Se preocupan por mí.
9592,Se preocupan por mí.
9736,Se preocupan por mí.
9748,Se preocupan por mí.
9871,Se preocupan por mí.
10286,Se preocupan por mí.
10502,Se preocupan por mí.
10858,Se preocupan por mí.
11033,Se preocupan por mí.
11753,Se preocupan por mí.
11916,Se preocupan por mí... me escuchan claramente... me abrazan...
5884,"Se preocupan por mis amistades, cuando salgo necesitan conocer a los padres de mis amigos, mi ubicación, el tiempo que esté fuera, me monitorean."
6487,Se preocupan por mis estudios.
111101,Se preocupan por mis necesidades.
1984,Se preocupan por qué hora llego a casa y cuentan los minutos.
7971,Se preocupan sin exceder la sobreprotección.
8387,Se preocupan y me ayudan con algo que no entiendo.
1106,Se preocupan y prestan atención.
28221,"Se preocupan, por ejemplo, cuando tardo mucho en llegar de la papelería, etc."
2696,Se preocupan.
27221,Se preocupan.
6786,Se preocupan.
7685,Se preocupan.
7785,Se preocupan.
7954,Se preocupan.
9132,Se preocupan.
9626,Se preocupan.
11598,Se preocupan.
3427,"Se preocupen por mí, me den regalos, me presten atención."
7668,Se preocupen.
9501,"Se puede decir que las letras de las canciones de mi grupo favorito, BTS, son muy profundas."
5651,Sé que mis papás están para mi en todo momento.
9731,Sé que tengo a familiares que me apoyan.
11540,Se quedan en mi casa.
11296,Se quedan viendo hacia donde estoy.
10305,Se quedan viendo y están altaneros de mí.
5433,Se respetan unos a otros.
4629,Sé respetuoso.
118410,Se siente bonito.
4468,Se sienten orgullosos de mí.
4619,Se sienten seguras conmigo.
30941,Sed atentos conmigo.
8941,Seguir reglas
3300,Segura cuando estoy en peligro.
11251,Segura sentimentalmente entre mí misma.
6812,Segura.
966,Seguridad
5555,Seguridad
4231,Seguridad en mí mismo.
